IP,Time,URL,Status,istatus,RT,Method,URL1
10.187.76.239,20-04-2021 06:52,/api/v1/call_campaigns/phone?aid=892&phone_cid=default&lead_type_id=1,200,35,0.033,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:52,/api/v1/ping?zip=88203&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a40&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=40&filters%5Blife_applicant_age%5D=40&filters%5Bauto_lead_driver_age%5D=40&filters%5Bauto_driver_age_min_max%5D=40&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=2&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.055,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:52,/api/v1/ping?zip=10706&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=49&filters%5Blife_applicant_age%5D=49&filters%5Bauto_lead_driver_age%5D=49&filters%5Bauto_driver_age_min_max%5D=49&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.057,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:52,/api/v1/ping?zip=20020&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e07dc&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=19&filters%5Blife_applicant_age%5D=19&filters%5Bauto_lead_driver_age%5D=19&filters%5Bauto_driver_age_min_max%5D=19&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.053,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:52,/api/v1/ping?zip=20774&lead_type_id=5&exclusive=1&insco=Other&email=email%40domain.com&inhouse_lead=0&tier1=0&tier2=0&partner_id=12003&source_id=1403&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=55&filters%5Blife_applicant_age%5D=55&filters%5Bauto_lead_driver_age%5D=55&filters%5Bauto_driver_age_min_max%5D=55&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=0&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.062,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/v1/call_campaigns/phone?aid=2150&phone_cid=default&lead_type_id=1,200,35,0.031,GET ,/api/v1/call_campaigns/phone
10.153.142.176,20-04-2021 06:53,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.051,GET ,/api/lead_dispositions
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=20904&lead_type_id=1&exclusive=1&insco=GEICO&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12162&source_id=5332&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=34&filters%5Blife_applicant_age%5D=34&filters%5Bauto_lead_driver_age%5D=34&filters%5Bauto_driver_age_min_max%5D=34&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=2&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.076,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=95062&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e086c&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=59&filters%5Blife_applicant_age%5D=59&filters%5Bauto_lead_driver_age%5D=59&filters%5Bauto_driver_age_min_max%5D=59&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.065,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/quotecalls/direct_post,200,39,0.053,POST ,/api/v1/quotecalls/direct_post
10.153.142.176,20-04-2021 06:53,/api/v1/call_campaigns/phone?aid=2284&phone_cid=default&lead_type_id=1,200,35,0.031,GET ,/api/v1/call_campaigns/phone
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=70403&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e044c&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=33&filters%5Blife_applicant_age%5D=33&filters%5Bauto_lead_driver_age%5D=33&filters%5Bauto_driver_age_min_max%5D=33&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=2&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.057,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/ping?zip=46074&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a7d&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=67&filters%5Blife_applicant_age%5D=67&filters%5Bauto_lead_driver_age%5D=67&filters%5Bauto_driver_age_min_max%5D=67&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.146.91.96,20-04-2021 06:53,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.035,GET ,/api/lead_dispositions
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=95546&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=2143&filters%5Binsured%5D=1&filters%5Bno_majors%5D=0&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=55&filters%5Blife_applicant_age%5D=55&filters%5Bauto_lead_driver_age%5D=55&filters%5Bauto_driver_age_min_max%5D=55&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.061,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/stats/by_cities.json?state=PA&order=desc,200,822,0.056,GET ,/api/v1/stats/by_cities.json
10.187.76.239,20-04-2021 06:53,/api/v1/stats/by_cities.json?state=PA&order=asc,200,805,0.05,GET ,/api/v1/stats/by_cities.json
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=29578&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e0&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=77&filters%5Blife_applicant_age%5D=77&filters%5Bauto_lead_driver_age%5D=77&filters%5Bauto_driver_age_min_max%5D=77&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.059,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.035,GET ,/api/lead_dispositions
10.159.242.8,20-04-2021 06:53,/api/v1/ping?zip=63133&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=46&filters%5Blife_applicant_age%5D=46&filters%5Bauto_lead_driver_age%5D=46&filters%5Bauto_driver_age_min_max%5D=46&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=1&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.06,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=92011&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e4&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=52&filters%5Blife_applicant_age%5D=52&filters%5Bauto_lead_driver_age%5D=52&filters%5Bauto_driver_age_min_max%5D=52&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.063,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=97007&lead_type_id=2&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a44&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=67&filters%5Blife_applicant_age%5D=67&filters%5Bauto_lead_driver_age%5D=67&filters%5Bauto_driver_age_min_max%5D=67&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.056,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/ping?zip=44118&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=65&filters%5Blife_applicant_age%5D=65&filters%5Bauto_lead_driver_age%5D=65&filters%5Bauto_driver_age_min_max%5D=65&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.062,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=72521&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e0&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=24&filters%5Blife_applicant_age%5D=24&filters%5Bauto_lead_driver_age%5D=24&filters%5Bauto_driver_age_min_max%5D=24&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.06,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=29033&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=73&filters%5Blife_applicant_age%5D=73&filters%5Bauto_lead_driver_age%5D=73&filters%5Bauto_driver_age_min_max%5D=73&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=1&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/profiles.json?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr&service_id=7&zip=18001,200,58,0.057,GET ,/api/profiles.json
10.159.242.8,20-04-2021 06:53,/api/v1/lead_validation?token=qwertyuiopasdfghjklzxcvbnm123456&scrub=1&turbo=1&phone=2533247954&verify_email=1&email=duanestclr7@gmail.com,200,696,0.038,GET ,/api/v1/lead_validation
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=83687&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a47&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=64&filters%5Blife_applicant_age%5D=64&filters%5Bauto_lead_driver_age%5D=64&filters%5Bauto_driver_age_min_max%5D=64&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.08,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=66901&lead_type_id=2&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03f5&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=47&filters%5Blife_applicant_age%5D=47&filters%5Bauto_lead_driver_age%5D=47&filters%5Bauto_driver_age_min_max%5D=47&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=2&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.081,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/profiles/washington-home-repair.json?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,1616,0.043,GET ,/api/profiles/washington-home-repair.json
10.153.142.176,20-04-2021 06:53,/api/profiles.json?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr&service_id=13&zip=98166,200,58,0.064,GET ,/api/profiles.json
10.187.76.239,20-04-2021 06:53,/api/v1/call_campaigns/phone?aid=1531&phone_cid=default&lead_type_id=1,304,0,0.037,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:53,/api/v1/clicks/listings?zip=88012&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Female%22%2C%20%3Amarried%3D%3E%22No%22%2C%20%3Aage%3D%3E%2225-34%22%2C%20%3Acurrently_insured%3D%3E%22No%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Single%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%22Unknown%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Native%2FDisplay%2FSocial%22%7D&pingpost=true&user_id=14865,200,14,0.033,GET ,/api/v1/clicks/listings
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=88012&lead_type_id=1&exclusive=1&insco=Other&email=desasternella%40gmail.com&inhouse_lead=1&tier1=1&tier2=0&partner_id=12019&source_id=1531&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=29&filters%5Blife_applicant_age%5D=29&filters%5Bauto_lead_driver_age%5D=29&filters%5Bauto_driver_age_min_max%5D=29&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0&post_partner=1,200,76,0.071,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=76542&lead_type_id=1&exclusive=1&insco=Progressive%20Insurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0aba&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=56&filters%5Blife_applicant_age%5D=56&filters%5Bauto_lead_driver_age%5D=56&filters%5Bauto_driver_age_min_max%5D=56&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.267,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/clicks/listings,200,14,0.035,POST ,/api/v1/clicks/listings
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=06716&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e0&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=47&filters%5Blife_applicant_age%5D=47&filters%5Bauto_lead_driver_age%5D=47&filters%5Bauto_driver_age_min_max%5D=47&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.054,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:53,/api/v1/ping?zip=66739&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12162&source_id=2319&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=61&filters%5Blife_applicant_age%5D=61&filters%5Bauto_lead_driver_age%5D=61&filters%5Bauto_driver_age_min_max%5D=61&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=1&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.255,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/ping?zip=66739&lead_type_id=1&exclusive=1&insco=Other&email=email%40domain.com&inhouse_lead=0&tier1=0&tier2=0&partner_id=12003&source_id=1672&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=61&filters%5Blife_applicant_age%5D=61&filters%5Bauto_lead_driver_age%5D=61&filters%5Bauto_driver_age_min_max%5D=61&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.065,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=39503&lead_type_id=1&exclusive=1&insco=Progressive%20Insurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=DP11eb90d504f08f00a43a7fd1e8932af7&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=36&filters%5Blife_applicant_age%5D=36&filters%5Bauto_lead_driver_age%5D=36&filters%5Bauto_driver_age_min_max%5D=36&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:53,/api/v1/clicks/listings,200,14,0.055,POST ,/api/v1/clicks/listings
10.187.76.239,20-04-2021 06:53,/api/v1/ping?zip=20770&lead_type_id=2&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e09b6&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=0&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=41&filters%5Blife_applicant_age%5D=41&filters%5Bauto_lead_driver_age%5D=41&filters%5Bauto_driver_age_min_max%5D=41&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Duplex&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.065,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:53,/api/v1/forms/sell_form_lead?id=5990448&priority=10,200,38,0.06,GET ,/api/v1/forms/sell_form_lead
